,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
387,antofagasta,-23.65,-70.4,55.4,87,75,10.29,CL,1569037625
388,noumea,-22.28,166.46,77.95,50,0,26.4,NC,1569037421
389,seymchan,62.93,152.39,40.84,56,33,5.41,RU,1569037639
390,huarmey,-10.07,-78.15,60.46,92,100,12.97,PE,1569037645
391,kavarskas,55.43,24.93,42.64,93,100,9.19,LT,1569037646
392,general roca,-39.03,-67.58,51.8,32,0,8.05,AR,1569037647
393,ajdabiya,30.75,20.22,75.22,79,0,10.65,LY,1569037648
394,martaban,16.53,97.61,83.14,78,8,7.9,MM,1569037651
395,hilton head island,32.16,-80.75,73.4,65,75,3.36,US,1569037652
396,andrews,32.32,-102.55,79.03,83,1,10.29,US,1569037562
397,curup,-3.47,102.53,83.32,47,16,1.54,ID,1569037656
398,myingyan,21.46,95.39,87.8,70,40,3.36,MM,1569037658
399,vestmanna,62.16,-7.17,53.6,87,0,13.87,FO,1569037665
400,pacific grove,36.62,-121.92,65.41,46,1,4.7,US,1569037507
401,turan,52.15,93.92,58.12,66,49,0.78,RU,1569037672
402,buala,-8.15,159.59,82.6,72,100,7.09,SB,1569037673
403,kavaratti,10.57,72.64,84.2,79,40,4.7,IN,1569037674
404,lima,-12.06,-77.04,60.8,87,90,9.17,PE,1569037406
405,gat,14.69,-16.54,76.15,88,33,5.82,SN,1569037678
406,pleasanton,37.66,-121.87,68.61,35,1,6.93,US,1569037668
407,sindou,10.66,-5.16,71.44,97,91,2.86,BF,1569037680
408,villa bruzual,9.33,-69.12,68.92,94,100,2.84,VE,1569037681
409,najran,17.54,44.22,69.8,26,0,4.7,SA,1569037682
410,porto walter,-8.27,-72.74,73.42,96,98,2.13,BR,1569037688
411,loei,17.49,101.72,84.2,79,75,2.24,TH,1569037689
412,ghanzi,-21.7,21.65,61.72,13,0,8.66,BW,1569037691
413,jaru,-10.43,-62.48,82.96,55,21,2.24,BR,1569037693
414,lavrentiya,65.58,-170.99,33.64,76,96,10.85,RU,1569037694
415,nikel,69.41,30.21,33.8,92,75,11.41,NO,1569037695
416,khandyga,62.65,135.58,37.6,93,100,3.36,RU,1569037696
417,prabumulih,-3.5,104.19,90.52,38,2,6.6,ID,1569037699
418,stony mountain,50.09,-97.22,65.34,93,90,17.22,CA,1569037701
419,conceicao do araguaia,-8.26,-49.26,82.78,38,0,3.09,BR,1569037702
420,salaga,8.55,-0.52,73.42,94,19,3.15,GH,1569037708
421,ust-nera,64.57,143.24,34.54,94,100,0.78,RU,1569037709
422,kununurra,-15.77,128.74,95.0,20,0,6.93,AU,1569037711
423,kuryk,43.18,51.68,64.96,76,0,5.19,KZ,1569037712
424,scottsbluff,41.87,-103.67,65.01,59,75,6.93,US,1569037714
425,ylojarvi,61.56,23.6,43.61,93,90,3.36,FI,1569037715
426,mao,19.55,-71.08,79.92,88,90,6.93,DO,1569037716
427,oak harbor,41.51,-83.15,69.62,88,40,3.36,US,1569037717
428,imbituba,-28.24,-48.67,62.6,77,75,16.11,BR,1569037604
429,gao,16.28,-0.04,88.54,41,48,14.58,ML,1569037720
430,kilindoni,-7.91,39.67,77.74,80,72,11.01,TZ,1569037726
431,verkhnyaya toyma,62.24,45.0,33.64,93,99,7.38,RU,1569037727
432,pangnirtung,66.15,-65.72,32.02,98,100,1.88,CA,1569037728
433,homer,59.64,-151.54,49.14,81,1,6.93,US,1569037729
434,guna,24.65,77.32,79.36,83,88,7.52,IN,1569037730
435,metlaltoyuca,20.74,-97.85,74.14,95,9,3.78,MX,1569037732
436,port hardy,50.7,-127.42,53.6,93,40,2.24,CA,1569037733
437,tuy hoa,13.08,109.3,74.5,97,100,2.3,VN,1569037734
438,komsomolskiy,67.55,63.78,31.66,91,62,16.17,RU,1569037735
439,nhulunbuy,-12.18,136.78,84.2,62,75,16.11,AU,1569037737
440,mizdah,31.45,12.98,73.42,43,0,6.98,LY,1569037743
441,urucara,-2.54,-57.76,82.06,40,3,3.36,BR,1569037744
442,henties bay,-22.12,14.28,59.0,92,94,7.0,NA,1569037745
443,streator,41.12,-88.84,73.87,83,1,9.17,US,1569037746
444,puerto escondido,15.86,-97.07,77.0,61,90,5.82,MX,1569037747
445,kaniama,-7.57,24.18,68.92,87,100,3.13,CD,1569037749
446,berezanka,46.86,31.39,42.8,81,0,8.95,UA,1569037750
447,baikunthpur,23.26,82.56,79.0,72,0,4.12,IN,1569037752
448,mongo,-5.62,14.6,73.06,79,100,2.15,CD,1569037753
449,dickinson,46.88,-102.79,64.17,93,75,4.7,US,1569037659
450,aden,12.79,45.03,85.48,77,100,9.28,YE,1569037684
451,vysokogornyy,50.1,139.13,57.04,46,64,2.68,RU,1569037762
452,yueyang,29.36,113.12,79.54,44,0,16.62,CN,1569037763
453,omboue,-1.57,9.26,75.76,88,100,7.61,GA,1569037764
454,channel-port aux basques,47.57,-59.14,53.44,88,0,10.89,CA,1569037765
455,comodoro rivadavia,-45.87,-67.48,48.76,48,0,24.2,AR,1569037767
456,stepnyak,52.83,70.79,48.76,66,64,7.31,KZ,1569037768
457,sangar,63.92,127.47,42.28,67,55,7.29,RU,1569037770
458,soubre,5.79,-6.61,70.36,99,79,2.19,CI,1569037771
459,shirokiy,53.87,39.17,42.01,98,60,5.75,RU,1569037778
460,santa cruz,-6.22,-36.02,68.2,90,6,15.64,BR,1569037784
461,nurota,40.56,65.69,69.8,46,0,6.93,UZ,1569037786
462,road town,18.42,-64.62,81.73,74,1,3.36,VG,1569037719
463,sorland,67.67,12.69,46.06,67,100,12.97,NO,1569037788
464,saint anthony,43.97,-111.68,46.15,93,90,12.75,US,1569037612
465,bantogon,6.53,124.03,81.88,73,15,8.05,PH,1569037790
466,port-gentil,-0.72,8.78,76.12,89,70,9.53,GA,1569037791
467,ambagarh chauki,20.78,80.75,79.72,81,100,6.87,IN,1569037792
468,chaumont,48.11,5.14,51.73,46,0,9.17,FR,1569037794
469,myaundzha,63.05,147.18,41.2,63,89,5.44,RU,1569037795
470,dauphin,51.15,-100.04,60.8,100,90,3.36,CA,1569037801
471,jammalamadugu,14.85,78.38,80.6,83,75,4.76,IN,1569037802
472,zhigalovo,54.81,105.15,59.56,55,93,4.21,RU,1569037804
473,ternate,14.29,120.72,83.5,78,90,9.17,PH,1569037805
474,albertville,45.68,6.39,50.67,93,20,2.24,FR,1569037661
475,yaviza,8.16,-77.69,72.52,97,100,1.19,PA,1569037807
476,palmares do sul,-30.26,-50.51,51.01,93,0,1.01,BR,1569037808
477,rieti,42.4,12.86,53.58,61,0,16.11,IT,1569037810
478,anadyr,64.73,177.51,41.0,56,40,13.42,RU,1569037811
479,kiknur,57.3,47.21,36.16,94,90,1.32,RU,1569037812
480,kankon,15.02,74.02,77.0,100,75,5.82,IN,1569037818
481,yuma,32.73,-114.62,83.73,15,1,6.93,US,1569037819
482,bud,62.91,6.91,49.01,71,94,9.17,NO,1569037822
483,abbeville,50.11,1.83,50.22,62,0,5.82,FR,1569037823
484,pouembout,-21.12,164.9,71.8,74,0,20.02,NC,1569037824
485,nome,30.04,-94.42,78.66,88,1,3.36,US,1569037825
486,osmena,12.17,124.59,83.68,73,100,12.12,PH,1569037826
487,onguday,50.75,86.14,58.12,50,44,2.21,RU,1569037827
488,tommot,58.97,126.27,39.94,82,100,2.91,RU,1569037829
489,luorong,24.41,109.6,80.26,51,0,12.35,CN,1569037830
490,thinadhoo,0.53,72.93,80.44,79,100,15.5,MV,1569037836
491,matara,-3.48,29.48,52.9,73,100,1.61,BI,1569037838
492,abu samrah,35.3,37.18,62.08,85,0,8.39,SY,1569037839
493,avanigadda,16.02,80.92,86.0,79,75,5.82,IN,1569037840
494,dubbo,-32.25,148.6,77.0,33,90,24.16,AU,1569037842
495,aljezur,37.31,-8.8,68.76,94,100,3.0,PT,1569037843
496,bilibino,68.06,166.44,25.54,75,100,3.58,RU,1569037844
497,morki,56.43,49.0,41.02,96,100,5.7,RU,1569037845
498,bagotville,-28.98,153.42,76.24,78,40,19.46,AU,1569037846
499,todos santos,23.45,-110.23,80.8,83,75,16.11,MX,1569037847
500,talcher,20.95,85.21,81.88,76,0,3.04,IN,1569037853
501,ukiah,39.15,-123.21,63.59,59,0,1.03,US,1569037855
502,grimmen,54.11,13.04,56.01,82,75,6.93,DE,1569037856
503,peno,56.92,32.74,31.12,92,1,5.32,RU,1569037857
504,christchurch,-43.53,172.64,57.06,67,0,16.11,NZ,1569037609
505,peleduy,59.63,112.75,54.34,86,100,12.53,RU,1569037859
506,faridabad,28.4,77.31,82.4,83,75,3.36,IN,1569037861
507,youkounkoun,12.53,-13.12,73.06,98,100,3.11,GN,1569037862
508,chemal,51.41,86.0,57.94,60,84,0.25,RU,1569037863
509,marsaxlokk,35.84,14.54,74.71,83,40,10.29,MT,1569037864
510,gamba,28.28,88.52,39.22,65,95,4.43,CN,1569037871
511,minatitlan,19.39,-104.05,71.6,94,20,3.02,MX,1569037872
512,axim,4.87,-2.24,75.76,91,60,5.5,GH,1569037873
513,namatanai,-3.66,152.44,81.88,74,44,2.3,PG,1569037789
514,tucurui,-3.77,-49.67,74.32,90,13,4.63,BR,1569037875
515,lisakovsk,52.55,62.49,49.84,64,100,3.09,KZ,1569037876
516,markala,13.69,-6.07,76.3,83,84,6.29,ML,1569037877
517,kaeo,-35.1,173.78,63.95,76,67,3.58,NZ,1569037879
518,mlonggo,-6.53,110.7,89.6,38,20,10.29,ID,1569037880
519,roswell,33.39,-104.52,76.82,61,1,11.41,US,1569037881
520,ola,59.58,151.3,46.6,73,0,8.12,RU,1569037887
521,lensk,60.71,114.91,50.92,94,100,9.84,RU,1569037888
522,springfield,42.1,-72.59,55.04,87,40,6.13,US,1569037890
